#File generated by ModelExp v0.3.9
#Generated at 2018-10-28 12:35:00.862916

#[[Data]] p_la
#r / nm	SLD / 1e-6 A-2	rMag / nm	SLDmag / 1-6 A-2
0.0	6.631200000000001	0.0	0.423337484804999
4.69420801	6.631200000000001	4.69420801	0.423337484804999
4.69420801	1.3935000000000002	4.69420801	0.0
5.85142186	1.3935000000000002	5.85142186	0.0
5.85142186	5.664000000000001	5.85142186	0.0
14.69420801	5.664000000000001	14.69420801	0.0

#[[Data]] m_la
#r / nm	SLD / 1e-6 A-2	rMag / nm	SLDmag / 1-6 A-2
0.0	6.631200000000001	0.0	0.423337484804999
4.69420801	6.631200000000001	4.69420801	0.423337484804999
4.69420801	1.3935000000000002	4.69420801	0.0
5.85142186	1.3935000000000002	5.85142186	0.0
5.85142186	5.664000000000001	5.85142186	0.0
14.69420801	5.664000000000001	14.69420801	0.0

#[[Data]] p_sa
#r / nm	SLD / 1e-6 A-2	rMag / nm	SLDmag / 1-6 A-2
0.0	6.631200000000001	0.0	0.423337484804999
4.69420801	6.631200000000001	4.69420801	0.423337484804999
4.69420801	1.3935000000000002	4.69420801	0.0
5.85142186	1.3935000000000002	5.85142186	0.0
5.85142186	5.664000000000001	5.85142186	0.0
14.69420801	5.664000000000001	14.69420801	0.0

#[[Data]] m_sa
#r / nm	SLD / 1e-6 A-2	rMag / nm	SLDmag / 1-6 A-2
0.0	6.631200000000001	0.0	0.423337484804999
4.69420801	6.631200000000001	4.69420801	0.423337484804999
4.69420801	1.3935000000000002	4.69420801	0.0
5.85142186	1.3935000000000002	5.85142186	0.0
5.85142186	5.664000000000001	5.85142186	0.0
14.69420801	5.664000000000001	14.69420801	0.0
